enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
25708,天津市,0.926,男,无相关经验,全日制课程,本科,理工科,,50-99人,非政府组织,1年内,51,1.0
252,澳门特别行政区,0.92,男,有相关经验,未入学,本科,理工科,,1000-4999人,私营公司,1年内,26,0.0
33197,内蒙古自治区,0.624,男,无相关经验,全日制课程,本科,理工科,,,私营公司,从未,22,1.0
4344,黑龙江省,0.698,男,有相关经验,未入学,本科,理工科,,1000-4999人,私营公司,1年内,14,0.0
3759,四川省,0.897,男,有相关经验,未入学,硕士,理工科,超过20年,500-999人,私营公司,,18,0.0
2731,黑龙江省,0.624,,有相关经验,未入学,本科,理工科,少于1年,10000人以上,私营公司,,38,1.0
12575,重庆市,0.804,男,有相关经验,未入学,本科,理工科,超过20年,500-999人,私营公司,1年内,99,0.0
20879,吉林省,0.939,,无相关经验,非全日制课程,高中,,,100-500人,,从未,7,0.0
9541,陕西省,0.92,男,有相关经验,未入学,本科,人文学科,,,,1年内,154,0.0
22654,黑龙江省,0.836,,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,8,0.0
24068,河南省,0.624,,有相关经验,未入学,本科,理工科,,10-49人,公共部门,1年内,7,1.0
18671,宁夏回族自治区,0.624,,无相关经验,未入学,小学,,,,,从未,6,1.0
19581,四川省,0.624,男,有相关经验,全日制课程,本科,理工科,,100-500人,私营公司,1年内,242,0.0
1975,河北省,0.698,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,1年内,109,0.0
26169,天津市,0.624,男,有相关经验,未入学,本科,理工科,,100-500人,私营公司,1年内,50,1.0
30426,四川省,0.624,,无相关经验,全日制课程,本科,理工科,,,私营公司,从未,106,1.0
25707,吉林省,0.924,男,有相关经验,全日制课程,本科,理工科,,50-99人,私营公司,1年内,9,0.0
20351,台湾省,0.804,男,有相关经验,未入学,硕士,理工科,,100-500人,私营公司,1年内,48,0.0
4468,甘肃省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,,,,22,0.0
9657,内蒙古自治区,0.767,男,有相关经验,未入学,本科,理工科,,10-49人,融资创业公司,1年内,22,0.0
9033,安徽省,0.789,女,无相关经验,未入学,本科,理工科,少于1年,,,1年内,43,1.0
25396,福建省,0.92,男,有相关经验,未入学,硕士,理工科,,50-99人,私营公司,1年内,23,0.0
30079,宁夏回族自治区,0.92,男,有相关经验,未入学,本科,理工科,,5000-9999人,私营公司,,92,0.0
32292,甘肃省,0.754,女,有相关经验,非全日制课程,本科,理工科,,,,,57,1.0
16121,甘肃省,0.92,,有相关经验,非全日制课程,本科,理工科,,50-99人,私营公司,1年内,163,1.0
19861,宁夏回族自治区,0.926,,无相关经验,未入学,高中,,,,,从未,48,0.0
13328,广东省,0.624,男,有相关经验,,本科,理工科,,10000人以上,私营公司,1年内,78,1.0
543,内蒙古自治区,0.893,女,有相关经验,未入学,本科,理工科,,50-99人,私营公司,,11,0.0
10295,广西壮族自治区,0.913,男,有相关经验,未入学,高中,,超过20年,1000-4999人,私营公司,,46,0.0
24561,贵州省,0.92,男,有相关经验,未入学,硕士,理工科,超过20年,,,超过4年,91,0.0
27461,陕西省,0.92,男,有相关经验,未入学,硕士,理工科,,50-99人,融资创业公司,超过4年,59,0.0
31399,西藏自治区,0.682,男,有相关经验,未入学,本科,理工科,,,,,51,0.0
12032,青海省,0.897,男,有相关经验,未入学,硕士,理工科,超过20年,,,超过4年,63,0.0
10031,湖南省,0.92,男,有相关经验,未入学,本科,理工科,,少于10人,初创公司,1年内,90,0.0
21660,安徽省,0.8270000000000001,,有相关经验,全日制课程,高中,,,1000-4999人,私营公司,1年内,77,0.0
3155,山西省,0.92,男,有相关经验,未入学,硕士,理工科,超过20年,1000-4999人,私营公司,超过4年,126,0.0
27038,青海省,0.92,女,无相关经验,未入学,本科,人文学科,,,,超过4年,56,1.0
5431,贵州省,0.624,男,无相关经验,全日制课程,高中,,,,,从未,34,0.0
13433,台湾省,0.926,男,有相关经验,未入学,硕士,商学,,1000-4999人,私营公司,,34,0.0
16929,内蒙古自治区,0.92,,有相关经验,未入学,硕士,其他,,1000-4999人,私营公司,,43,0.0
12499,吉林省,0.884,男,有相关经验,未入学,本科,理工科,,500-999人,私营公司,超过4年,70,0.0
31842,云南省,0.698,女,有相关经验,未入学,硕士,理工科,,50-99人,私营公司,,6,0.0
15547,台湾省,0.897,男,有相关经验,未入学,硕士,理工科,,10000人以上,私营公司,,42,0.0
20398,台湾省,0.624,,有相关经验,未入学,硕士,理工科,,100-500人,私营公司,1年内,150,0.0
12821,福建省,0.55,男,有相关经验,未入学,本科,理工科,,,,,102,1.0
3853,广西壮族自治区,0.92,,有相关经验,未入学,硕士,理工科,,,,1年内,39,1.0
12556,吉林省,0.926,女,无相关经验,全日制课程,硕士,理工科,,,公共部门,1年内,196,0.0
26177,上海市,0.802,男,无相关经验,未入学,本科,理工科,超过20年,10-49人,私营公司,1年内,316,0.0
8067,河北省,0.89,男,有相关经验,未入学,硕士,理工科,,1000-4999人,私营公司,超过4年,27,0.0
9403,四川省,0.92,男,有相关经验,未入学,本科,文学,,50-99人,私营公司,,8,0.0
13112,江西省,0.926,男,有相关经验,未入学,小学,,超过20年,50-99人,私营公司,1年内,18,0.0
12486,广西壮族自治区,0.767,女,有相关经验,未入学,硕士,理工科,,50-99人,私营公司,,29,1.0
8796,香港特别行政区,0.92,男,有相关经验,未入学,本科,理工科,,少于10人,私营公司,1年内,21,0.0
7687,重庆市,0.925,男,有相关经验,未入学,本科,理工科,超过20年,1000-4999人,私营公司,1年内,86,0.0
6559,上海市,0.767,男,无相关经验,非全日制课程,硕士,理工科,,,,,74,1.0
3352,山东省,0.645,男,有相关经验,未入学,硕士,理工科,,,,,11,0.0
17940,江西省,0.926,男,无相关经验,未入学,硕士,理工科,,,,从未,6,0.0
32321,陕西省,0.91,男,有相关经验,未入学,本科,文学,少于1年,50-99人,非政府组织,1年内,13,0.0
14165,北京市,0.925,男,有相关经验,未入学,硕士,其他,,10-49人,初创公司,1年内,52,0.0
27889,安徽省,0.92,男,有相关经验,未入学,本科,文学,,50-99人,私营公司,超过4年,3,0.0
28017,宁夏回族自治区,0.624,男,有相关经验,未入学,本科,理工科,,,,超过4年,128,0.0
30377,湖北省,0.624,男,有相关经验,未入学,本科,理工科,,少于10人,其他,1年内,88,1.0
9748,海南省,0.92,男,有相关经验,非全日制课程,博士,理工科,超过20年,100-500人,私营公司,超过4年,52,0.0
29692,广西壮族自治区,0.92,男,有相关经验,未入学,硕士,理工科,超过20年,1000-4999人,私营公司,1年内,79,0.0
25448,浙江省,0.727,男,有相关经验,全日制课程,本科,理工科,,,,超过4年,24,0.0
28345,浙江省,0.92,男,有相关经验,未入学,本科,理工科,,10-49人,私营公司,,292,0.0
16375,澳门特别行政区,0.624,男,有相关经验,全日制课程,硕士,理工科,少于1年,10-49人,私营公司,1年内,4,0.0
607,甘肃省,0.926,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,,42,0.0
5952,湖北省,0.624,男,有相关经验,未入学,硕士,理工科,,10000人以上,私营公司,超过4年,54,1.0
25604,浙江省,0.92,,无相关经验,未入学,本科,商学,,,,,78,1.0
18993,黑龙江省,0.624,男,无相关经验,全日制课程,高中,,,50-99人,融资创业公司,1年内,316,1.0
9984,福建省,0.698,男,无相关经验,未入学,高中,,,50-99人,私营公司,1年内,13,0.0
142,西藏自治区,0.92,男,有相关经验,未入学,本科,其他,超过20年,100-500人,私营公司,,106,0.0
4747,湖北省,0.802,男,有相关经验,未入学,本科,理工科,超过20年,,,超过4年,75,1.0
33244,浙江省,0.92,男,有相关经验,非全日制课程,本科,理工科,,1000-4999人,私营公司,,85,0.0
32209,上海市,0.91,男,无相关经验,未入学,博士,理工科,,1000-4999人,公共部门,1年内,128,0.0
3005,四川省,0.624,,有相关经验,未入学,本科,理工科,,少于10人,初创公司,1年内,20,1.0
24322,台湾省,0.743,男,有相关经验,未入学,硕士,理工科,超过20年,5000-9999人,私营公司,,135,0.0
26705,吉林省,0.92,男,有相关经验,未入学,本科,理工科,,10000人以上,公共部门,,21,0.0
12487,四川省,0.924,,有相关经验,未入学,本科,人文学科,,500-999人,私营公司,,3,0.0
19175,宁夏回族自治区,0.624,男,无相关经验,全日制课程,本科,理工科,,,,1年内,224,0.0
33357,上海市,0.91,男,有相关经验,未入学,本科,理工科,,100-500人,私营公司,1年内,18,0.0
22119,浙江省,0.762,,有相关经验,全日制课程,本科,理工科,,100-500人,私营公司,,83,0.0
29990,广东省,0.924,男,有相关经验,未入学,本科,理工科,超过20年,10-49人,融资创业公司,,74,0.0
15370,河北省,0.804,男,有相关经验,未入学,本科,理工科,,50-99人,,,112,0.0
17937,辽宁省,0.624,男,无相关经验,全日制课程,高中,,,,,从未,165,0.0
23613,山西省,0.92,男,有相关经验,未入学,本科,商学,超过20年,,,超过4年,78,1.0
4216,安徽省,0.91,男,有相关经验,未入学,本科,理工科,超过20年,100-500人,私营公司,1年内,28,0.0
25530,广西壮族自治区,0.6659999999999999,男,无相关经验,未入学,博士,商学,超过20年,,,超过4年,112,0.0
7235,上海市,0.926,男,有相关经验,未入学,高中,,,50-99人,融资创业公司,,19,0.0
14976,广东省,0.804,,有相关经验,未入学,本科,理工科,,,,从未,9,1.0
15502,新疆维吾尔自治区,0.855,男,有相关经验,未入学,本科,理工科,,50-99人,融资创业公司,超过4年,23,0.0
2069,香港特别行政区,0.926,女,有相关经验,未入学,硕士,人文学科,超过20年,少于10人,私营公司,超过4年,66,0.0
33139,江西省,0.698,男,无相关经验,未入学,硕士,理工科,,,,1年内,46,1.0
9468,海南省,0.92,女,有相关经验,未入学,硕士,文学,,50-99人,非政府组织,,54,0.0
25820,江苏省,0.92,男,有相关经验,未入学,本科,人文学科,,10000人以上,私营公司,1年内,145,1.0
18401,吉林省,0.55,,有相关经验,未入学,本科,理工科,,10-49人,私营公司,,29,1.0
28970,香港特别行政区,0.92,男,无相关经验,全日制课程,高中,,,,,1年内,106,1.0
50,山西省,0.92,男,有相关经验,未入学,博士,理工科,超过20年,10000人以上,私营公司,1年内,79,1.0
21591,台湾省,0.926,,有相关经验,未入学,硕士,理工科,超过20年,50-99人,,超过4年,55,0.0
7715,吉林省,0.579,男,有相关经验,全日制课程,本科,理工科,,10-49人,私营公司,,83,1.0
26617,河南省,0.804,,有相关经验,全日制课程,硕士,理工科,,10-49人,私营公司,1年内,43,0.0
936,山东省,0.939,男,有相关经验,未入学,本科,理工科,,50-99人,融资创业公司,,81,0.0
8894,北京市,0.939,男,有相关经验,未入学,本科,理工科,,少于10人,私营公司,超过4年,21,0.0
22180,澳门特别行政区,0.92,男,有相关经验,未入学,本科,无专业,超过20年,100-500人,私营公司,,18,0.0
3120,澳门特别行政区,0.92,男,有相关经验,未入学,硕士,理工科,,100-500人,,超过4年,77,0.0
11906,台湾省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,100-500人,私营公司,超过4年,27,0.0
7222,辽宁省,0.92,男,有相关经验,未入学,本科,理工科,,1000-4999人,私营公司,1年内,9,0.0
6111,贵州省,0.926,男,无相关经验,非全日制课程,硕士,理工科,超过20年,少于10人,融资创业公司,1年内,15,0.0
29172,宁夏回族自治区,0.92,男,有相关经验,全日制课程,本科,理工科,,1000-4999人,私营公司,,94,0.0
18229,上海市,0.8959999999999999,男,无相关经验,未入学,高中,,,,,1年内,18,0.0
22239,吉林省,0.92,男,有相关经验,非全日制课程,本科,理工科,,1000-4999人,私营公司,,105,0.0
19129,安徽省,0.855,,无相关经验,未入学,硕士,商学,,1000-4999人,私营公司,,15,0.0
17040,香港特别行政区,0.926,男,有相关经验,未入学,本科,理工科,,100-500人,私营公司,,3,0.0
24259,云南省,0.624,,有相关经验,未入学,硕士,理工科,,50-99人,私营公司,,57,1.0
19834,贵州省,0.624,男,有相关经验,未入学,本科,理工科,,5000-9999人,私营公司,从未,7,1.0
23101,江苏省,0.92,男,有相关经验,未入学,本科,文学,,,,1年内,104,0.0
21628,浙江省,0.855,男,有相关经验,全日制课程,高中,,,100-500人,,从未,2,0.0
10679,浙江省,0.624,男,有相关经验,全日制课程,本科,理工科,,10-49人,私营公司,1年内,17,0.0
20845,山西省,0.743,,无相关经验,非全日制课程,小学,,,50-99人,融资创业公司,1年内,44,1.0
31429,山东省,0.8270000000000001,男,有相关经验,非全日制课程,本科,理工科,,100-500人,非政府组织,1年内,94,0.0
23841,湖南省,0.84,,有相关经验,未入学,博士,理工科,超过20年,1000-4999人,私营公司,1年内,210,1.0
32378,天津市,0.926,男,无相关经验,未入学,高中,,,50-99人,私营公司,,121,0.0
20618,新疆维吾尔自治区,0.624,男,有相关经验,未入学,硕士,理工科,,50-99人,私营公司,,86,0.0
13231,广东省,0.727,,有相关经验,未入学,本科,理工科,,50-99人,私营公司,,254,0.0
4379,内蒙古自治区,0.92,男,有相关经验,未入学,本科,文学,超过20年,5000-9999人,非政府组织,超过4年,90,0.0
16015,辽宁省,0.92,男,有相关经验,未入学,硕士,人文学科,,,私营公司,超过4年,56,0.0
5954,江西省,0.926,,有相关经验,未入学,硕士,理工科,,100-500人,私营公司,1年内,18,0.0
26134,北京市,0.923,男,无相关经验,全日制课程,高中,,,,,从未,52,0.0
29814,新疆维吾尔自治区,0.92,男,无相关经验,未入学,硕士,其他,,10000人以上,私营公司,超过4年,43,0.0
27621,安徽省,0.926,男,有相关经验,未入学,本科,无专业,超过20年,100-500人,私营公司,1年内,43,0.0
3755,甘肃省,0.897,男,有相关经验,未入学,硕士,理工科,,10000人以上,私营公司,,27,0.0
14521,内蒙古自治区,0.913,男,有相关经验,未入学,博士,理工科,超过20年,100-500人,私营公司,1年内,43,1.0
29642,陕西省,0.698,男,无相关经验,全日制课程,本科,理工科,,,,1年内,19,1.0
17778,台湾省,0.579,,有相关经验,未入学,高中,,少于1年,,,从未,160,1.0
8812,西藏自治区,0.92,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,超过4年,15,0.0
5277,海南省,0.855,,有相关经验,未入学,硕士,理工科,,,,1年内,15,0.0
2762,辽宁省,0.802,男,有相关经验,未入学,本科,无专业,,少于10人,私营公司,1年内,156,0.0
4259,宁夏回族自治区,0.855,男,无相关经验,全日制课程,硕士,理工科,,,,,18,0.0
23721,四川省,0.92,男,无相关经验,,高中,,,,,从未,61,1.0
33130,重庆市,0.92,,有相关经验,,本科,人文学科,超过20年,,,1年内,258,0.0
21508,河北省,0.624,男,有相关经验,未入学,硕士,理工科,,10000人以上,私营公司,1年内,96,1.0
29733,浙江省,0.91,男,有相关经验,未入学,本科,文学,,500-999人,非政府组织,1年内,14,0.0
22146,陕西省,0.624,男,有相关经验,未入学,硕士,理工科,,5000-9999人,私营公司,,62,0.0
8936,江苏省,0.92,女,有相关经验,未入学,本科,商学,,50-99人,私营公司,1年内,12,0.0
25520,内蒙古自治区,0.926,男,有相关经验,未入学,本科,理工科,超过20年,100-500人,私营公司,超过4年,42,0.0
30301,西藏自治区,0.91,,有相关经验,未入学,本科,理工科,,5000-9999人,私营公司,1年内,92,0.0
4792,澳门特别行政区,0.926,男,无相关经验,全日制课程,本科,理工科,,,,1年内,20,0.0
15864,江西省,0.855,男,有相关经验,全日制课程,本科,理工科,,10000人以上,私营公司,1年内,34,0.0
14235,云南省,0.91,男,有相关经验,未入学,硕士,理工科,超过20年,500-999人,私营公司,超过4年,47,0.0
6074,澳门特别行政区,0.92,男,有相关经验,未入学,本科,理工科,超过20年,50-99人,融资创业公司,,61,0.0
5565,湖北省,0.624,男,有相关经验,未入学,硕士,理工科,,1000-4999人,私营公司,超过4年,168,1.0
22567,内蒙古自治区,0.698,,有相关经验,全日制课程,本科,理工科,,10-49人,私营公司,1年内,50,1.0
22197,河南省,0.913,,有相关经验,未入学,,,,1000-4999人,私营公司,超过4年,23,1.0
23633,北京市,0.698,男,无相关经验,全日制课程,博士,理工科,超过20年,10000人以上,公共部门,超过4年,3,0.0
5983,台湾省,0.887,,有相关经验,未入学,高中,,,50-99人,私营公司,1年内,30,0.0
9985,宁夏回族自治区,0.74,女,有相关经验,全日制课程,本科,理工科,,10-49人,私营公司,从未,73,0.0
14351,贵州省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,,,1年内,37,1.0
28359,宁夏回族自治区,0.92,男,无相关经验,未入学,硕士,无专业,超过20年,,,超过4年,8,0.0
6774,新疆维吾尔自治区,0.855,男,有相关经验,未入学,硕士,理工科,,50-99人,私营公司,,70,0.0
5384,陕西省,0.897,,有相关经验,未入学,博士,理工科,,少于10人,融资创业公司,,5,0.0
16762,安徽省,0.92,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,超过4年,7,0.0
13784,吉林省,0.939,男,有相关经验,未入学,硕士,理工科,,少于10人,私营公司,,86,0.0
8409,安徽省,0.698,,有相关经验,全日制课程,本科,理工科,,少于10人,私营公司,1年内,12,1.0
9512,甘肃省,0.92,其他,有相关经验,未入学,本科,人文学科,少于1年,50-99人,融资创业公司,1年内,56,0.0
1640,云南省,0.92,男,无相关经验,未入学,小学,,,,,从未,30,0.0
7089,江西省,0.802,男,无相关经验,全日制课程,高中,,,10-49人,初创公司,1年内,34,1.0
3989,安徽省,0.763,男,有相关经验,未入学,本科,理工科,,少于10人,融资创业公司,1年内,86,0.0
2756,江苏省,0.924,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,232,0.0
28672,浙江省,0.92,男,无相关经验,未入学,硕士,理工科,,1000-4999人,私营公司,1年内,90,0.0
110,上海市,0.92,,有相关经验,未入学,本科,理工科,超过20年,,,超过4年,6,0.0
31114,宁夏回族自治区,0.767,,无相关经验,,高中,,,,,1年内,32,1.0
22981,湖南省,0.92,男,有相关经验,未入学,博士,理工科,,100-500人,私营公司,,22,0.0
18468,四川省,0.55,,有相关经验,未入学,本科,商学,,50-99人,私营公司,1年内,66,1.0
10672,海南省,0.91,女,无相关经验,未入学,本科,理工科,少于1年,50-99人,非政府组织,,48,0.0
25954,宁夏回族自治区,0.92,,有相关经验,未入学,本科,理工科,超过20年,1000-4999人,私营公司,,130,0.0
28980,湖南省,0.92,男,无相关经验,全日制课程,本科,理工科,,,,1年内,100,1.0
19517,海南省,0.897,男,有相关经验,未入学,硕士,理工科,,50-99人,其他,,64,0.0
15613,香港特别行政区,0.91,男,有相关经验,未入学,本科,人文学科,,500-999人,融资创业公司,从未,28,0.0
5149,西藏自治区,0.624,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,从未,64,1.0
4065,安徽省,0.92,男,有相关经验,未入学,本科,理工科,,,,,21,1.0
16509,海南省,0.884,男,有相关经验,未入学,硕士,理工科,,10-49人,私营公司,,24,0.0
18360,湖南省,0.92,,无相关经验,未入学,高中,,少于1年,,,从未,94,0.0
19695,新疆维吾尔自治区,0.856,男,无相关经验,未入学,博士,理工科,,,,1年内,50,0.0
6765,云南省,0.887,,有相关经验,未入学,高中,,,50-99人,私营公司,1年内,92,0.0
20041,甘肃省,0.624,男,无相关经验,全日制课程,硕士,理工科,,,,从未,40,0.0
18313,吉林省,0.624,,无相关经验,全日制课程,高中,,,,,从未,15,1.0
30926,上海市,0.903,男,有相关经验,未入学,本科,人文学科,超过20年,少于10人,私营公司,超过4年,18,0.0
30328,北京市,0.624,男,有相关经验,未入学,本科,理工科,,,,1年内,94,1.0
9177,湖南省,0.866,男,有相关经验,全日制课程,本科,理工科,,10-49人,私营公司,1年内,44,0.0
31020,新疆维吾尔自治区,0.624,男,无相关经验,全日制课程,高中,,,,,1年内,105,1.0
2009,西藏自治区,0.939,男,有相关经验,未入学,硕士,人文学科,,1000-4999人,私营公司,,12,0.0
3188,安徽省,0.624,,有相关经验,未入学,本科,理工科,,10000人以上,非政府组织,从未,9,1.0
28914,甘肃省,0.92,男,无相关经验,未入学,,,少于1年,,,从未,79,0.0
1199,四川省,0.92,男,无相关经验,非全日制课程,本科,理工科,,100-500人,非政府组织,1年内,70,0.0
10538,河南省,0.6890000000000001,男,有相关经验,全日制课程,硕士,理工科,,50-99人,非政府组织,超过4年,105,0.0
1792,河南省,0.579,男,无相关经验,全日制课程,高中,,,,私营公司,从未,78,0.0
25276,上海市,0.91,,有相关经验,全日制课程,本科,其他,,,,1年内,6,0.0
4907,贵州省,0.887,男,有相关经验,未入学,本科,理工科,,少于10人,私营公司,,27,0.0
19759,青海省,0.624,,有相关经验,未入学,本科,理工科,,50-99人,,1年内,174,1.0
294,重庆市,0.92,男,有相关经验,未入学,本科,理工科,,500-999人,私营公司,,212,0.0
28153,香港特别行政区,0.762,男,有相关经验,未入学,硕士,理工科,超过20年,50-99人,,超过4年,13,0.0
28338,贵州省,0.91,男,有相关经验,未入学,本科,理工科,超过20年,10000人以上,公共部门,1年内,41,0.0
19327,重庆市,0.92,男,无相关经验,全日制课程,本科,理工科,,,,从未,4,0.0
6069,内蒙古自治区,0.743,,有相关经验,未入学,硕士,理工科,,50-99人,私营公司,超过4年,112,0.0
25306,贵州省,0.698,女,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,88,0.0
12113,甘肃省,0.55,男,有相关经验,非全日制课程,本科,理工科,,,,1年内,13,0.0
4592,重庆市,0.698,男,无相关经验,全日制课程,高中,,,,,,18,0.0
14104,江苏省,0.92,,有相关经验,未入学,硕士,理工科,超过20年,50-99人,私营公司,,85,0.0
446,安徽省,0.579,,无相关经验,全日制课程,高中,,,,,,102,1.0
23452,宁夏回族自治区,0.91,,无相关经验,未入学,高中,,,,,,42,0.0
12043,湖北省,0.8959999999999999,,无相关经验,全日制课程,本科,理工科,,,,从未,35,1.0
2135,湖北省,0.92,男,无相关经验,未入学,本科,理工科,,,,从未,42,1.0
33127,广西壮族自治区,0.92,男,有相关经验,未入学,本科,理工科,,少于10人,私营公司,,2,0.0
24439,湖南省,0.925,男,无相关经验,未入学,硕士,人文学科,超过20年,,,超过4年,5,0.0
33113,澳门特别行政区,0.92,男,有相关经验,未入学,本科,无专业,,50-99人,融资创业公司,1年内,130,0.0
30128,陕西省,0.866,男,有相关经验,未入学,本科,理工科,超过20年,,,,47,1.0
31322,北京市,0.939,男,有相关经验,未入学,硕士,理工科,,10000人以上,私营公司,1年内,332,0.0
4366,黑龙江省,0.92,男,有相关经验,未入学,本科,理工科,,10-49人,私营公司,1年内,85,0.0
21890,四川省,0.624,男,有相关经验,未入学,本科,理工科,,,,1年内,68,1.0
14160,青海省,0.92,男,有相关经验,未入学,本科,理工科,,,,1年内,113,0.0
16126,湖南省,0.92,男,无相关经验,非全日制课程,本科,理工科,,10000人以上,私营公司,,24,0.0
27616,贵州省,0.743,,有相关经验,全日制课程,本科,理工科,,50-99人,私营公司,1年内,107,0.0
24307,重庆市,0.624,男,有相关经验,未入学,本科,理工科,,500-999人,私营公司,1年内,26,1.0
18147,山东省,0.899,男,有相关经验,未入学,高中,,,100-500人,私营公司,从未,30,0.0
4145,新疆维吾尔自治区,0.92,男,有相关经验,未入学,本科,理工科,,500-999人,私营公司,超过4年,21,0.0
29837,香港特别行政区,0.5579999999999999,男,有相关经验,未入学,本科,理工科,,100-500人,私营公司,1年内,248,0.0
24744,内蒙古自治区,0.866,,无相关经验,全日制课程,高中,,少于1年,,,从未,64,0.0
1710,澳门特别行政区,0.92,男,无相关经验,未入学,本科,理工科,超过20年,1000-4999人,私营公司,超过4年,47,0.0
31119,江西省,0.899,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,155,1.0
19160,西藏自治区,0.855,女,无相关经验,全日制课程,硕士,理工科,,,,超过4年,78,0.0
23343,甘肃省,0.624,,无相关经验,全日制课程,本科,理工科,少于1年,,,,18,1.0
9323,福建省,0.91,男,有相关经验,未入学,博士,理工科,超过20年,100-500人,融资创业公司,,44,0.0
744,青海省,0.624,男,有相关经验,未入学,本科,理工科,,少于10人,私营公司,1年内,80,0.0
9916,陕西省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,100-500人,私营公司,超过4年,55,0.0
5307,陕西省,0.855,,有相关经验,未入学,硕士,理工科,,50-99人,,1年内,9,0.0
30874,海南省,0.91,男,有相关经验,未入学,本科,理工科,超过20年,,,1年内,91,0.0
32300,江西省,0.802,男,无相关经验,未入学,本科,理工科,超过20年,500-999人,私营公司,,80,0.0
25901,上海市,0.624,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,1年内,43,1.0
9376,河北省,0.939,,有相关经验,未入学,硕士,理工科,,10000人以上,私营公司,从未,109,0.0
18978,湖北省,0.926,男,有相关经验,全日制课程,本科,理工科,,100-500人,私营公司,1年内,111,0.0
6988,云南省,0.91,男,有相关经验,未入学,本科,理工科,,,,,75,0.0
19762,江苏省,0.91,男,有相关经验,未入学,本科,理工科,超过20年,,,超过4年,7,0.0
28270,河北省,0.926,男,有相关经验,未入学,硕士,理工科,,1000-4999人,私营公司,1年内,88,0.0
4900,山东省,0.92,男,无相关经验,未入学,本科,理工科,,,,,140,1.0
10269,宁夏回族自治区,0.92,男,有相关经验,未入学,本科,理工科,超过20年,,,,23,0.0
6854,新疆维吾尔自治区,0.624,男,有相关经验,未入学,硕士,理工科,,少于10人,融资创业公司,,26,0.0
19252,浙江省,0.91,男,无相关经验,全日制课程,高中,,,,,从未,20,0.0
26642,台湾省,0.682,男,有相关经验,全日制课程,本科,理工科,,,,1年内,45,1.0
33071,山西省,0.804,男,有相关经验,未入学,硕士,理工科,,50-99人,私营公司,1年内,76,0.0
18148,海南省,0.92,,无相关经验,全日制课程,本科,理工科,,,,1年内,43,0.0
6852,重庆市,0.743,男,有相关经验,未入学,本科,理工科,,1000-4999人,私营公司,1年内,42,0.0
14507,新疆维吾尔自治区,0.855,男,无相关经验,未入学,硕士,理工科,,10000人以上,私营公司,1年内,6,0.0
23327,福建省,0.738,,有相关经验,,本科,理工科,,100-500人,,,134,0.0
6104,新疆维吾尔自治区,0.949,男,有相关经验,未入学,硕士,理工科,,100-500人,私营公司,1年内,67,0.0
29309,海南省,0.55,男,有相关经验,未入学,硕士,理工科,,50-99人,非政府组织,1年内,6,0.0
28537,湖北省,0.92,男,有相关经验,未入学,硕士,人文学科,,100-500人,私营公司,,68,0.0
754,山东省,0.55,男,无相关经验,全日制课程,本科,人文学科,,,,1年内,33,1.0
27015,新疆维吾尔自治区,0.802,男,有相关经验,未入学,本科,理工科,,5000-9999人,私营公司,1年内,107,0.0
30434,辽宁省,0.624,男,无相关经验,全日制课程,高中,,,,,1年内,8,0.0
26028,陕西省,0.939,,无相关经验,全日制课程,高中,,,1000-4999人,私营公司,1年内,52,0.0
9804,陕西省,0.884,男,有相关经验,未入学,硕士,理工科,,50-99人,私营公司,超过4年,10,0.0
6387,内蒙古自治区,0.92,,有相关经验,未入学,本科,商学,,,,从未,34,0.0
11158,安徽省,0.926,男,无相关经验,未入学,高中,,,,,从未,31,0.0
7552,湖北省,0.92,男,有相关经验,未入学,硕士,理工科,超过20年,100-500人,私营公司,超过4年,128,0.0
1562,上海市,0.624,男,无相关经验,未入学,本科,理工科,,10000人以上,私营公司,超过4年,23,1.0
9583,河北省,0.624,男,有相关经验,未入学,硕士,理工科,,5000-9999人,私营公司,超过4年,67,1.0
15600,湖北省,0.8959999999999999,男,有相关经验,未入学,硕士,理工科,,5000-9999人,私营公司,超过4年,43,0.0
28097,福建省,0.92,女,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,,320,0.0
27633,上海市,0.924,男,有相关经验,未入学,本科,理工科,,1000-4999人,私营公司,,81,0.0
15066,河南省,0.926,,有相关经验,未入学,硕士,理工科,,5000-9999人,私营公司,1年内,19,0.0
1564,澳门特别行政区,0.624,,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,1年内,56,1.0
