id,city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,is_through
42749,安徽省,,无相关经验,全日制,本科,管理学,7,10-49,非政府组织,3,115,否
84583,山东省,男,有相关经验,非全日制,高中,教育学,7,<10,早期创业公司,3,86,否
21488,重庆市,女,有相关经验,全日制,高中,艺术学,10,<10,非政府组织,从未,158,否
70740,江苏省,女,有相关经验,非全日制,硕士,文学,6,10-49,私营公司,2,160,否
42311,宁夏回族自治区,,有相关经验,全日制,高中,经济学,2,10-49,早期创业公司,3,80,否
31156,内蒙古自治区,女,有相关经验,全日制,专科,管理学,17,10-49,私营公司,2,83,否
99509,云南省,,有相关经验,无,专科,艺术学,15,<10,融资创业公司,3,130,否
48963,广东省,女,有相关经验,无,本科,工程学,12,100-500,公共部门,1,37,是
99113,河南省,男,无相关经验,全日制,硕士,管理学,11,10-49,公共部门,2,129,否
29312,澳门特别行政区,,有相关经验,非全日制,高中,医学,15,10-49,其他,1,38,否
16157,山东省,,有相关经验,全日制,专科,工程学,9,50-99,融资创业公司,2,35,否
60034,浙江省,女,有相关经验,非全日制,专科,工程学,11,100-500,公共部门,2,151,否
78194,江西省,男,无相关经验,无,本科,工程学,5,<10,私营公司,1,41,否
84205,上海市,男,有相关经验,非全日制,专科,文学,8,100-500,公共部门,2,89,否
11625,香港特别行政区,女,有相关经验,非全日制,高中,医学,16,10-49,融资创业公司,1,68,否
86394,广东省,女,有相关经验,非全日制,高中,历史学,16,50-99,公共部门,1,68,否
21823,湖北省,女,无相关经验,全日制,硕士,文学,17,50-99,融资创业公司,1,63,否
19975,湖南省,,有相关经验,非全日制,硕士,历史学,2,10-49,融资创业公司,1,134,否
25037,湖北省,,有相关经验,全日制,专科,工程学,14,50-99,非政府组织,1,97,否
2093,甘肃省,男,有相关经验,全日制,硕士,理学,11,10-49,早期创业公司,从未,130,是
44228,江西省,男,无相关经验,全日制,本科,医学,5,50-99,其他,2,126,否
63761,宁夏回族自治区,男,有相关经验,非全日制,专科,艺术学,11,<10,非政府组织,从未,161,否
2482,江苏省,男,有相关经验,非全日制,硕士,哲学,9,50-99,私营公司,2,125,否
91803,安徽省,男,有相关经验,全日制,本科,经济学,7,10-49,早期创业公司,1,236,否
63441,青海省,男,有相关经验,非全日制,本科,其他,9,10-49,公共部门,3,97,否
32638,澳门特别行政区,,有相关经验,非全日制,高中,管理学,8,10-49,非政府组织,从未,55,否
9585,福建省,,有相关经验,无,高中,教育学,12,50-99,其他,从未,112,否
53445,河南省,男,有相关经验,非全日制,本科,教育学,16,10-49,融资创业公司,2,13,否
51909,云南省,女,有相关经验,全日制,专科,文学,3,100-500,其他,2,44,否
65734,湖北省,男,有相关经验,全日制,专科,管理学,15,<10,非政府组织,1,113,否
10411,海南省,女,有相关经验,全日制,本科,文学,12,<10,公共部门,2,61,否
87205,辽宁省,男,有相关经验,非全日制,专科,哲学,11,100-500,私营公司,从未,141,否
72630,江西省,男,有相关经验,全日制,本科,教育学,7,10-49,公共部门,2,75,否
28428,广西壮族自治区,男,有相关经验,非全日制,本科,管理学,1,50-99,私营公司,2,97,否
58764,贵州省,,无相关经验,非全日制,专科,理学,6,100-500,早期创业公司,1,34,否
65173,辽宁省,男,有相关经验,无,硕士,历史学,17,50-99,融资创业公司,3,104,否
72211,上海市,男,有相关经验,非全日制,本科,管理学,3,<10,非政府组织,从未,131,否
29806,云南省,女,有相关经验,全日制,本科,经济学,10,50-99,早期创业公司,3,58,否
52361,广东省,女,有相关经验,无,专科,历史学,13,10-49,早期创业公司,1,108,否
17530,湖南省,男,有相关经验,非全日制,专科,历史学,10,10-49,融资创业公司,1,54,否
30835,辽宁省,男,有相关经验,非全日制,本科,工程学,13,50-99,公共部门,3,84,是
7184,内蒙古自治区,女,有相关经验,全日制,本科,文学,12,<10,融资创业公司,2,113,否
58377,福建省,女,有相关经验,全日制,专科,工程学,7,10-49,早期创业公司,2,140,否
54620,黑龙江省,,有相关经验,全日制,本科,经济学,13,10-49,非政府组织,1,1,否
98896,辽宁省,女,有相关经验,非全日制,本科,理学,8,10-49,非政府组织,从未,129,是
53287,广西壮族自治区,男,有相关经验,全日制,专科,管理学,7,100-500,私营公司,2,66,否
91887,重庆市,女,无相关经验,无,硕士,历史学,5,50-99,其他,2,82,否
21643,重庆市,,有相关经验,全日制,专科,管理学,14,50-99,早期创业公司,从未,109,否
45682,香港特别行政区,男,有相关经验,非全日制,本科,历史学,14,10-49,其他,1,50,否
84558,广西壮族自治区,男,有相关经验,非全日制,高中,教育学,16,<10,其他,1,104,否
49575,内蒙古自治区,男,有相关经验,全日制,硕士,其他,12,50-99,其他,从未,216,否
86513,甘肃省,男,有相关经验,非全日制,本科,工程学,2,50-99,公共部门,1,115,是
28006,台湾省,男,有相关经验,全日制,本科,文学,10,100-500,早期创业公司,1,24,否
62099,台湾省,女,无相关经验,非全日制,专科,艺术学,13,100-500,其他,1,176,否
21692,福建省,,有相关经验,全日制,高中,历史学,10,50-99,非政府组织,2,57,否
18276,黑龙江省,,有相关经验,非全日制,专科,医学,9,100-500,公共部门,1,1,否
31022,广东省,男,无相关经验,非全日制,硕士,医学,3,50-99,非政府组织,1,89,否
92510,宁夏回族自治区,,有相关经验,全日制,专科,理学,6,<10,融资创业公司,1,93,否
92533,河北省,女,有相关经验,非全日制,本科,历史学,12,100-500,早期创业公司,3,106,否
19086,山西省,男,有相关经验,无,专科,文学,20,10-49,其他,2,160,否
42921,福建省,,有相关经验,全日制,硕士,工程学,11,10-49,非政府组织,3,64,是
81511,湖北省,男,有相关经验,非全日制,专科,无主修,<1,50-99,融资创业公司,2,112,否
3137,吉林省,,有相关经验,全日制,硕士,历史学,18,10-49,私营公司,4,110,否
38192,海南省,男,有相关经验,无,本科,理学,9,<10,融资创业公司,1,133,是
44641,河北省,男,有相关经验,全日制,硕士,管理学,8,100-500,融资创业公司,1,117,否
51538,广西壮族自治区,女,有相关经验,全日制,专科,无主修,8,10-49,公共部门,1,140,否
70971,云南省,女,有相关经验,无,专科,其他,10,<10,融资创业公司,1,26,否
26422,海南省,男,有相关经验,无,本科,理学,10,<10,其他,3,95,是
73619,广西壮族自治区,,有相关经验,无,专科,历史学,9,10-49,非政府组织,2,1,否
81663,广东省,女,有相关经验,无,本科,医学,13,50-99,私营公司,1,105,否
84801,吉林省,,有相关经验,非全日制,高中,历史学,11,50-99,融资创业公司,从未,140,否
487,海南省,,有相关经验,非全日制,专科,医学,11,100-500,非政府组织,1,60,否
38083,安徽省,,有相关经验,全日制,本科,历史学,8,50-99,私营公司,从未,150,否
16393,浙江省,女,无相关经验,全日制,专科,历史学,10,10-49,私营公司,1,135,否
13155,宁夏回族自治区,,有相关经验,全日制,本科,管理学,3,50-99,融资创业公司,从未,59,否
65928,江苏省,,有相关经验,全日制,专科,无主修,7,50-99,早期创业公司,2,30,否
1325,青海省,,有相关经验,非全日制,本科,管理学,5,50-99,融资创业公司,2,101,否
97561,黑龙江省,女,有相关经验,非全日制,高中,工程学,5,<10,私营公司,3,33,否
83436,湖北省,男,有相关经验,非全日制,硕士,理学,4,50-99,融资创业公司,2,132,是
27116,新疆维吾尔自治区,男,有相关经验,无,专科,理学,15,10-49,私营公司,2,65,否
29248,湖北省,女,有相关经验,全日制,专科,管理学,11,50-99,其他,1,117,否
39622,广西壮族自治区,男,有相关经验,无,硕士,工程学,7,50-99,融资创业公司,2,59,是
37715,宁夏回族自治区,男,有相关经验,无,本科,教育学,14,10-49,非政府组织,1,32,否
54774,河南省,男,有相关经验,全日制,专科,无主修,12,50-99,其他,2,87,否
77523,广东省,女,有相关经验,非全日制,专科,管理学,18,10-49,早期创业公司,2,150,否
51070,河北省,女,有相关经验,非全日制,本科,历史学,16,10-49,公共部门,2,122,否
9125,广西壮族自治区,男,有相关经验,无,硕士,理学,9,100-500,早期创业公司,1,28,是
58811,内蒙古自治区,,有相关经验,全日制,硕士,医学,13,10-49,融资创业公司,从未,33,否
20789,新疆维吾尔自治区,男,有相关经验,非全日制,本科,医学,6,10-49,私营公司,1,112,否
76890,台湾省,女,无相关经验,非全日制,高中,哲学,14,50-99,私营公司,2,52,否
34142,甘肃省,女,有相关经验,全日制,硕士,历史学,5,<10,私营公司,1,51,否
94425,内蒙古自治区,女,无相关经验,全日制,专科,医学,11,<10,非政府组织,2,112,否
89080,上海市,,有相关经验,无,专科,理学,9,<10,其他,1,115,否
68162,安徽省,女,有相关经验,全日制,本科,历史学,13,10-49,其他,2,224,否
67278,青海省,,无相关经验,全日制,本科,工程学,12,10-49,私营公司,1,152,否
88303,广东省,女,无相关经验,非全日制,本科,医学,1,10-49,早期创业公司,从未,31,否
5026,湖南省,,有相关经验,全日制,本科,历史学,6,50-99,非政府组织,2,65,否
41305,湖北省,男,有相关经验,无,硕士,教育学,15,<10,非政府组织,3,29,否
59490,澳门特别行政区,男,有相关经验,全日制,硕士,文学,6,<10,其他,2,122,否
4282,重庆市,女,有相关经验,全日制,专科,教育学,<1,<10,融资创业公司,3,112,否
26256,陕西省,男,有相关经验,全日制,硕士,文学,11,50-99,早期创业公司,2,127,否
84946,陕西省,,有相关经验,全日制,专科,工程学,9,100-500,融资创业公司,2,158,否
77552,浙江省,,有相关经验,全日制,本科,管理学,2,50-99,私营公司,1,150,否
70569,福建省,,有相关经验,非全日制,高中,艺术学,9,10-49,其他,2,71,否
49950,甘肃省,男,有相关经验,全日制,硕士,文学,1,50-99,早期创业公司,3,95,否
67380,江苏省,男,有相关经验,非全日制,本科,哲学,6,10-49,融资创业公司,从未,70,否
45570,广西壮族自治区,,无相关经验,非全日制,专科,文学,11,50-99,早期创业公司,2,31,否
59708,上海市,男,无相关经验,全日制,专科,医学,15,10-49,私营公司,2,92,否
7931,河北省,,无相关经验,全日制,硕士,理学,8,10-49,非政府组织,从未,129,否
66531,北京市,女,有相关经验,全日制,专科,教育学,12,50-99,其他,1,152,否
38289,西藏自治区,,有相关经验,无,本科,教育学,9,10-49,非政府组织,从未,94,否
69395,陕西省,女,有相关经验,全日制,本科,医学,19,100-500,私营公司,2,62,否
66616,北京市,,有相关经验,非全日制,硕士,经济学,16,50-99,非政府组织,3,153,否
83701,江西省,女,有相关经验,非全日制,专科,文学,11,50-99,其他,1,82,否
4921,黑龙江省,女,有相关经验,全日制,硕士,文学,2,100-500,其他,1,77,否
52726,广东省,女,有相关经验,全日制,本科,管理学,9,10-49,融资创业公司,1,106,否
8294,广西壮族自治区,男,有相关经验,无,专科,哲学,13,50-99,非政府组织,2,94,否
73093,安徽省,,有相关经验,全日制,高中,医学,9,50-99,公共部门,1,62,否
76712,广西壮族自治区,男,有相关经验,非全日制,硕士,教育学,3,10-49,公共部门,1,91,否
43522,福建省,男,有相关经验,全日制,专科,理学,13,10-49,融资创业公司,2,1,否
60222,浙江省,男,有相关经验,全日制,专科,经济学,16,50-99,非政府组织,1,165,否
20036,广东省,女,有相关经验,全日制,硕士,管理学,8,10-49,早期创业公司,1,64,否
1294,辽宁省,女,有相关经验,非全日制,本科,医学,3,<10,早期创业公司,3,140,否
1212,河南省,男,有相关经验,全日制,硕士,教育学,13,50-99,私营公司,3,91,否
37500,天津市,女,有相关经验,全日制,专科,历史学,8,10-49,其他,2,35,否
54037,浙江省,男,有相关经验,非全日制,高中,医学,16,<10,其他,1,73,否
92594,河北省,男,有相关经验,非全日制,本科,医学,12,10-49,融资创业公司,2,134,否
53408,重庆市,男,有相关经验,非全日制,专科,理学,15,<10,私营公司,1,115,否
46091,云南省,,有相关经验,全日制,本科,教育学,10,100-500,私营公司,3,83,否
26167,广西壮族自治区,女,有相关经验,非全日制,本科,理学,1,50-99,其他,2,89,是
16025,湖南省,女,无相关经验,全日制,专科,艺术学,11,50-99,非政府组织,2,87,否
72034,澳门特别行政区,男,有相关经验,全日制,硕士,理学,9,100-500,非政府组织,1,99,是
73947,河南省,,无相关经验,全日制,本科,医学,10,100-500,公共部门,2,98,否
31420,香港特别行政区,女,有相关经验,无,本科,教育学,13,50-99,私营公司,1,6,否
27299,甘肃省,女,有相关经验,非全日制,本科,医学,6,<10,早期创业公司,从未,107,否
32119,内蒙古自治区,男,有相关经验,非全日制,专科,理学,5,50-99,其他,从未,58,否
97499,福建省,男,有相关经验,全日制,本科,教育学,17,<10,早期创业公司,1,171,否
17158,新疆维吾尔自治区,,有相关经验,全日制,本科,艺术学,11,10-49,早期创业公司,1,134,否
75004,广东省,男,有相关经验,全日制,本科,理学,14,<10,融资创业公司,1,80,是
65079,香港特别行政区,,有相关经验,非全日制,本科,医学,8,10-49,早期创业公司,1,107,否
11983,广东省,男,有相关经验,全日制,本科,工程学,7,10-49,融资创业公司,2,147,是
54741,辽宁省,,有相关经验,非全日制,专科,理学,19,10-49,公共部门,2,167,否
42889,吉林省,女,有相关经验,全日制,高中,艺术学,15,10-49,融资创业公司,3,104,否
25181,福建省,男,有相关经验,无,本科,医学,9,10-49,其他,1,146,否
67267,河北省,,有相关经验,非全日制,高中,工程学,12,10-49,公共部门,1,141,否
75052,青海省,男,有相关经验,全日制,硕士,哲学,13,50-99,融资创业公司,1,92,否
40119,青海省,女,有相关经验,全日制,本科,教育学,11,100-500,非政府组织,2,87,否
61435,青海省,男,有相关经验,全日制,本科,哲学,5,50-99,其他,2,30,否
22484,四川省,男,有相关经验,非全日制,高中,医学,5,50-99,融资创业公司,1,96,否
72104,吉林省,男,无相关经验,全日制,本科,工程学,2,<10,非政府组织,从未,119,否
25562,河北省,男,有相关经验,全日制,本科,其他,2,50-99,早期创业公司,1,29,否
55664,广东省,男,有相关经验,无,专科,文学,9,10-49,公共部门,1,74,否
22397,江西省,男,无相关经验,全日制,专科,教育学,12,50-99,私营公司,4,182,否
37391,内蒙古自治区,,有相关经验,全日制,专科,文学,2,50-99,非政府组织,2,181,否
5443,甘肃省,女,有相关经验,非全日制,专科,医学,12,10-49,早期创业公司,2,97,否
22665,浙江省,女,有相关经验,无,本科,经济学,11,50-99,其他,1,75,否
52681,湖南省,男,无相关经验,非全日制,专科,医学,8,50-99,早期创业公司,2,12,否
56566,黑龙江省,男,有相关经验,无,专科,艺术学,12,10-49,早期创业公司,3,87,否
32923,河南省,,有相关经验,无,本科,管理学,16,100-500,其他,2,57,否
3054,辽宁省,女,有相关经验,全日制,专科,哲学,20,<10,私营公司,3,198,否
38184,安徽省,,无相关经验,全日制,专科,艺术学,3,<10,私营公司,2,152,否
45077,青海省,,有相关经验,非全日制,高中,文学,11,50-99,其他,2,20,否
58194,青海省,,无相关经验,全日制,专科,医学,18,50-99,早期创业公司,1,118,否
30695,云南省,女,有相关经验,全日制,本科,医学,7,50-99,非政府组织,从未,108,否
76627,内蒙古自治区,,有相关经验,非全日制,硕士,理学,12,10-49,私营公司,2,142,是
68119,海南省,,有相关经验,非全日制,本科,医学,4,50-99,其他,3,105,否
99015,江西省,男,无相关经验,全日制,高中,经济学,6,10-49,其他,2,88,否
33061,广西壮族自治区,男,无相关经验,全日制,本科,理学,12,100-500,融资创业公司,3,128,否
83144,西藏自治区,,有相关经验,全日制,专科,医学,9,50-99,其他,1,104,否
92874,天津市,,有相关经验,非全日制,本科,管理学,11,100-500,早期创业公司,1,82,否
65827,香港特别行政区,女,有相关经验,全日制,硕士,工程学,12,10-49,融资创业公司,2,144,是
7162,江苏省,男,有相关经验,非全日制,硕士,无主修,10,100-500,私营公司,4,61,否
75066,内蒙古自治区,,有相关经验,全日制,本科,文学,1,50-99,公共部门,1,127,否
86926,河北省,,有相关经验,全日制,本科,经济学,9,<10,其他,1,90,否
41634,河北省,,有相关经验,非全日制,专科,医学,14,50-99,其他,3,86,否
67500,广西壮族自治区,,有相关经验,非全日制,专科,艺术学,8,10-49,融资创业公司,2,61,否
14532,宁夏回族自治区,男,有相关经验,全日制,本科,文学,6,10-49,公共部门,从未,185,否
87253,黑龙江省,女,有相关经验,全日制,本科,教育学,7,50-99,私营公司,从未,172,否
27540,云南省,女,有相关经验,全日制,专科,文学,18,<10,其他,从未,168,否
72554,台湾省,,有相关经验,非全日制,高中,文学,10,100-500,融资创业公司,从未,62,否
9508,湖北省,男,有相关经验,全日制,专科,经济学,1,10-49,融资创业公司,>4,122,否
46131,安徽省,女,有相关经验,全日制,本科,理学,11,50-99,早期创业公司,4,110,是
43038,湖南省,女,有相关经验,非全日制,专科,医学,12,100-500,其他,3,68,否
73071,重庆市,,无相关经验,全日制,专科,教育学,12,10-49,早期创业公司,1,119,否
83072,重庆市,,有相关经验,全日制,本科,教育学,2,10-49,早期创业公司,2,95,否
16321,四川省,,有相关经验,非全日制,专科,医学,15,50-99,融资创业公司,2,24,否
43571,贵州省,男,有相关经验,无,专科,医学,11,50-99,非政府组织,3,40,否
80859,河南省,女,有相关经验,无,硕士,其他,18,10-49,融资创业公司,1,25,否
61143,香港特别行政区,男,有相关经验,非全日制,专科,医学,16,50-99,其他,4,101,否
4930,江苏省,,有相关经验,非全日制,高中,其他,14,10-49,其他,2,101,否
62467,台湾省,,有相关经验,全日制,高中,文学,4,10-49,早期创业公司,1,80,否
17941,河北省,,有相关经验,无,本科,理学,5,10-49,非政府组织,1,135,是
60695,吉林省,女,有相关经验,非全日制,本科,工程学,11,50-99,非政府组织,2,88,是
13225,江西省,女,有相关经验,全日制,本科,文学,7,10-49,公共部门,1,75,否
73058,澳门特别行政区,,有相关经验,非全日制,硕士,理学,6,100-500,私营公司,1,31,是
80566,香港特别行政区,男,有相关经验,非全日制,本科,艺术学,9,10-49,私营公司,1,112,否
44087,河北省,女,有相关经验,全日制,本科,艺术学,9,100-500,早期创业公司,2,69,否
74574,青海省,女,无相关经验,无,本科,理学,9,10-49,私营公司,从未,1,否
70800,重庆市,,有相关经验,非全日制,高中,文学,<1,50-99,公共部门,4,80,否
33961,西藏自治区,女,有相关经验,全日制,硕士,经济学,11,50-99,其他,2,49,否
86199,青海省,女,无相关经验,非全日制,专科,艺术学,8,50-99,其他,2,81,否
32284,贵州省,,有相关经验,无,专科,工程学,13,10-49,融资创业公司,1,73,否
17447,重庆市,女,有相关经验,非全日制,硕士,理学,11,10-49,公共部门,1,120,是
88893,重庆市,男,有相关经验,全日制,专科,文学,7,<10,非政府组织,2,8,否
60742,浙江省,,无相关经验,全日制,本科,管理学,13,50-99,早期创业公司,1,45,否
83434,湖南省,女,无相关经验,全日制,专科,历史学,11,<10,早期创业公司,3,191,否
29718,山东省,男,有相关经验,全日制,硕士,医学,13,10-49,早期创业公司,2,64,否
83903,云南省,,有相关经验,非全日制,硕士,文学,5,50-99,公共部门,1,136,否
17296,青海省,女,有相关经验,全日制,本科,经济学,10,50-99,其他,2,150,否
55499,河北省,女,有相关经验,全日制,本科,文学,4,10-49,融资创业公司,2,171,否
12890,天津市,女,无相关经验,无,硕士,历史学,17,100-500,融资创业公司,2,59,否
37647,澳门特别行政区,女,有相关经验,全日制,专科,无主修,15,10-49,早期创业公司,1,85,否
19699,福建省,女,有相关经验,全日制,高中,艺术学,17,50-99,非政府组织,1,1,否
25470,广东省,,有相关经验,全日制,高中,教育学,9,100-500,公共部门,2,45,否
50005,黑龙江省,男,有相关经验,非全日制,专科,医学,6,50-99,其他,从未,69,否
41460,云南省,女,有相关经验,全日制,本科,管理学,11,50-99,公共部门,1,46,否
10900,内蒙古自治区,女,有相关经验,无,专科,教育学,1,10-49,其他,从未,161,否
39079,新疆维吾尔自治区,男,有相关经验,无,高中,医学,3,<10,私营公司,1,81,否
87043,四川省,男,有相关经验,非全日制,本科,管理学,7,50-99,早期创业公司,2,151,否
69642,香港特别行政区,女,无相关经验,非全日制,硕士,历史学,11,10-49,早期创业公司,3,64,否
43695,浙江省,,无相关经验,无,本科,理学,18,100-500,公共部门,从未,35,否
68449,河南省,女,有相关经验,全日制,专科,教育学,7,100-500,非政府组织,1,88,否
34075,北京市,男,有相关经验,无,本科,医学,19,10-49,公共部门,2,120,否
90079,新疆维吾尔自治区,,有相关经验,全日制,硕士,艺术学,6,50-99,其他,2,189,否
89118,吉林省,男,有相关经验,全日制,本科,管理学,7,<10,私营公司,3,131,否
14817,河北省,女,无相关经验,全日制,本科,历史学,4,10-49,其他,1,93,否
68349,浙江省,,有相关经验,全日制,本科,文学,15,10-49,早期创业公司,3,78,否
80250,河北省,女,有相关经验,非全日制,专科,文学,13,10-49,融资创业公司,2,81,否
86158,内蒙古自治区,,有相关经验,无,硕士,工程学,9,100-500,公共部门,3,92,是
83003,香港特别行政区,男,无相关经验,非全日制,专科,医学,16,50-99,私营公司,2,80,否
91486,辽宁省,女,无相关经验,非全日制,高中,文学,15,10-49,融资创业公司,从未,157,否
35690,湖南省,女,无相关经验,全日制,专科,艺术学,7,10-49,早期创业公司,2,110,否
48197,山东省,男,有相关经验,全日制,专科,理学,14,10-49,非政府组织,1,17,否
28004,内蒙古自治区,男,有相关经验,非全日制,硕士,文学,3,10-49,私营公司,1,66,否
44498,黑龙江省,女,有相关经验,无,本科,工程学,11,<10,私营公司,2,98,是
32199,台湾省,,有相关经验,无,硕士,哲学,16,10-49,融资创业公司,2,1,否
14989,湖南省,男,有相关经验,无,本科,艺术学,14,50-99,融资创业公司,1,84,否
39575,台湾省,女,有相关经验,非全日制,专科,其他,19,10-49,私营公司,3,110,否
67557,台湾省,男,有相关经验,全日制,本科,管理学,5,100-500,早期创业公司,1,138,否
64612,海南省,女,无相关经验,全日制,硕士,管理学,2,10-49,非政府组织,2,112,否
38942,陕西省,男,有相关经验,全日制,本科,医学,13,50-99,其他,3,7,否
86395,河南省,女,有相关经验,全日制,硕士,教育学,10,10-49,融资创业公司,1,111,否
94569,甘肃省,女,有相关经验,全日制,高中,教育学,13,100-500,其他,1,78,否
78669,江西省,女,有相关经验,全日制,专科,无主修,3,100-500,私营公司,3,28,否
32748,安徽省,女,有相关经验,无,专科,管理学,6,100-500,非政府组织,1,107,否
74211,辽宁省,,有相关经验,无,硕士,其他,8,50-99,融资创业公司,2,130,否
20430,海南省,,有相关经验,无,专科,教育学,16,10-49,早期创业公司,2,121,否
88729,福建省,,有相关经验,全日制,高中,艺术学,18,10-49,其他,2,101,否
57646,山西省,女,有相关经验,非全日制,硕士,医学,6,100-500,公共部门,从未,276,否
27887,辽宁省,,有相关经验,非全日制,专科,历史学,17,50-99,早期创业公司,3,36,否
51701,河南省,女,有相关经验,无,专科,理学,14,10-49,早期创业公司,1,115,否
4706,湖南省,,有相关经验,全日制,高中,教育学,8,<10,融资创业公司,1,106,否
74793,河南省,女,有相关经验,全日制,硕士,历史学,5,50-99,公共部门,1,125,否
18179,安徽省,,有相关经验,非全日制,本科,医学,16,10-49,公共部门,2,60,否
35651,青海省,,有相关经验,全日制,高中,医学,8,50-99,其他,2,61,否
522,云南省,男,有相关经验,非全日制,高中,工程学,12,50-99,公共部门,2,125,否
47237,福建省,女,有相关经验,全日制,专科,教育学,16,10-49,公共部门,从未,140,否
89852,浙江省,,有相关经验,非全日制,本科,管理学,10,10-49,融资创业公司,2,54,否
68403,天津市,,有相关经验,非全日制,本科,管理学,11,10-49,其他,2,107,否
71636,江苏省,男,有相关经验,无,专科,工程学,6,100-500,公共部门,2,102,否
80353,吉林省,,有相关经验,全日制,硕士,经济学,11,50-99,其他,1,84,否
82621,台湾省,女,有相关经验,无,硕士,教育学,12,50-99,公共部门,3,56,否
97779,辽宁省,男,有相关经验,非全日制,高中,医学,5,100-500,融资创业公司,1,1,否
38279,吉林省,女,有相关经验,全日制,高中,理学,11,50-99,非政府组织,从未,68,否
58659,辽宁省,,有相关经验,全日制,专科,哲学,18,50-99,公共部门,1,136,否
4991,江西省,男,无相关经验,非全日制,专科,文学,10,<10,公共部门,3,15,否
94674,云南省,男,有相关经验,非全日制,硕士,医学,5,50-99,早期创业公司,从未,51,否
82418,上海市,,有相关经验,无,专科,工程学,15,<10,其他,2,125,否
12882,天津市,女,有相关经验,全日制,高中,医学,12,10-49,融资创业公司,3,71,否
5325,重庆市,,有相关经验,无,本科,历史学,12,50-99,其他,从未,148,否
18002,山西省,男,有相关经验,全日制,专科,理学,5,<10,其他,3,100,否
94060,黑龙江省,,有相关经验,全日制,专科,哲学,12,<10,非政府组织,3,8,否
69228,湖北省,男,有相关经验,全日制,高中,工程学,8,100-500,公共部门,2,44,否
12796,新疆维吾尔自治区,女,有相关经验,非全日制,高中,理学,10,50-99,早期创业公司,1,199,否
83427,安徽省,,无相关经验,非全日制,本科,文学,1,<10,私营公司,从未,128,否
25961,陕西省,女,有相关经验,全日制,专科,工程学,18,50-99,早期创业公司,2,96,否
76184,甘肃省,,无相关经验,全日制,高中,历史学,12,100-500,其他,3,121,否
44963,内蒙古自治区,男,无相关经验,全日制,专科,艺术学,5,50-99,其他,3,58,否
37296,上海市,男,有相关经验,全日制,专科,医学,17,50-99,早期创业公司,1,67,否
697,宁夏回族自治区,女,有相关经验,全日制,专科,管理学,7,100-500,公共部门,2,29,否
86271,贵州省,男,有相关经验,全日制,专科,艺术学,10,50-99,公共部门,1,204,否
15183,内蒙古自治区,男,有相关经验,非全日制,本科,历史学,15,50-99,私营公司,2,65,否
6404,安徽省,男,有相关经验,无,专科,管理学,9,<10,其他,1,163,否
48454,江苏省,男,无相关经验,无,硕士,工程学,14,100-500,其他,1,91,否
5698,香港特别行政区,,有相关经验,非全日制,硕士,教育学,9,100-500,公共部门,1,276,否
90239,宁夏回族自治区,女,有相关经验,无,专科,教育学,9,10-49,私营公司,3,121,否
3098,辽宁省,男,有相关经验,非全日制,专科,历史学,13,50-99,融资创业公司,1,70,否
11591,上海市,男,有相关经验,非全日制,硕士,哲学,9,<10,私营公司,1,68,否
8661,广东省,男,有相关经验,非全日制,硕士,医学,2,50-99,融资创业公司,4,32,否
37105,青海省,,有相关经验,全日制,专科,教育学,8,10-49,私营公司,2,123,否
33967,广西壮族自治区,,有相关经验,非全日制,本科,管理学,13,50-99,非政府组织,从未,77,否
60089,河南省,女,有相关经验,非全日制,高中,教育学,9,10-49,其他,3,149,否
83013,河北省,女,有相关经验,全日制,专科,文学,11,50-99,融资创业公司,从未,98,否
55586,云南省,男,有相关经验,非全日制,硕士,医学,5,100-500,公共部门,1,146,否
20418,山东省,,有相关经验,全日制,专科,医学,<1,50-99,其他,2,17,否
79784,云南省,,有相关经验,全日制,专科,文学,11,10-49,非政府组织,从未,70,否
66271,贵州省,女,有相关经验,全日制,本科,经济学,2,<10,早期创业公司,3,34,否
75792,西藏自治区,,有相关经验,非全日制,本科,教育学,9,10-49,早期创业公司,2,163,否
16634,内蒙古自治区,男,有相关经验,无,本科,经济学,10,50-99,早期创业公司,2,92,否
63214,西藏自治区,男,有相关经验,全日制,本科,理学,9,100-500,融资创业公司,3,83,是
4828,河南省,女,无相关经验,全日制,高中,工程学,15,50-99,早期创业公司,2,112,否
52024,宁夏回族自治区,女,有相关经验,非全日制,硕士,医学,20,50-99,早期创业公司,3,170,否
57018,内蒙古自治区,女,有相关经验,全日制,专科,文学,15,100-500,私营公司,1,176,否
58704,辽宁省,男,有相关经验,无,专科,管理学,6,50-99,非政府组织,1,36,否
36101,台湾省,男,有相关经验,全日制,专科,工程学,18,100-500,非政府组织,2,124,否
26508,香港特别行政区,,有相关经验,非全日制,本科,艺术学,10,10-49,私营公司,1,101,否
96448,甘肃省,女,有相关经验,非全日制,高中,经济学,1,100-500,私营公司,从未,18,否
41369,青海省,,无相关经验,全日制,高中,哲学,2,100-500,其他,1,90,否
96062,上海市,,有相关经验,无,硕士,经济学,3,<10,私营公司,从未,70,否
86353,上海市,女,有相关经验,全日制,本科,医学,7,10-49,其他,2,112,否
63116,黑龙江省,女,有相关经验,非全日制,专科,文学,7,<10,融资创业公司,从未,41,否
98000,北京市,女,无相关经验,全日制,硕士,文学,9,100-500,融资创业公司,1,60,否
